Date,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2012-03-31,2.2073,0.0967,0.107,55.8215,13.4673,13.4673,0.0,14.2964,9.6968,0.3992,1.1717,7.3066,12.3177,6.0369,6.4658,3.8731,5.4535,3.3888,0.0688,-0.0342
2012-06-30,2.2642,0.0926,0.102,56.2265,14.8807,14.8807,0.0,14.905,10.0829,0.3976,1.1576,7.6296,11.7962,6.186,6.5983,4.0114,5.6134,3.5457,0.3531,0.2236
2012-09-30,1.9004,0.097,0.1075,56.3297,15.5444,15.5444,0.0,16.137,10.735,0.4065,1.1754,6.8767,13.0876,7.0212,7.8549,4.369,6.3399,3.4129,0.4068,0.1854
2012-12-31,1.847,0.096,0.1062,57.2735,16.6245,16.6245,0.0,16.374,11.3941,0.4468,1.4825,8.0844,11.1326,8.3556,9.0559,5.093,7.5534,3.4551,0.701,0.5404
2013-03-31,1.6787,0.0935,0.1032,56.8853,15.3285,15.3285,0.0,16.5878,10.9984,0.4175,1.361,6.8262,13.1846,7.3336,8.7524,4.595,6.6478,3.5597,0.2004,0.0426
2013-06-30,1.7488,0.0873,0.0956,57.2297,16.4699,16.4699,0.0,16.3949,11.1852,0.4122,1.3611,7.3704,12.2111,7.2691,8.5497,4.6103,6.6346,3.8261,0.4359,0.241
2013-09-30,1.0175,0.2247,0.2899,56.8823,-55.8318,-55.8318,0.0,-54.1663,-32.5204,0.329,1.4701,6.7487,13.336,-27.4881,-36.8385,-10.6984,-21.3103,2.9755,0.5704,0.3286
2013-12-31,1.2731,0.2952,0.4188,57.6587,19.1881,19.1881,0.0,19.3131,12.7536,0.4134,1.903,7.1882,12.5205,11.0584,14.4156,5.2724,7.794,3.2317,-0.9148,-1.082
2014-03-31,1.3093,0.2928,0.414,57.9431,16.6271,16.6271,0.0,16.6555,11.0228,0.3837,1.7065,6.5658,13.7075,8.6293,11.2074,4.228,6.1028,3.2801,0.2716,0.1095
2014-06-30,1.164,0.2877,0.4039,58.7958,18.5016,18.5016,0.0,18.5738,12.3408,0.4,1.6685,7.1505,12.5866,10.1069,13.0394,4.9349,7.1991,3.376,0.5556,0.3519
2014-09-30,1.3719,0.2797,0.3884,58.7868,20.4511,20.4511,0.0,22.1063,14.0599,0.3888,1.5794,6.6255,13.5839,11.1421,14.1795,5.4646,8.0251,3.5179,0.4858,0.2582
2014-12-31,1.2779,0.2496,0.3327,58.5443,19.0602,19.0602,0.0,27.0549,20.4676,0.3889,1.9554,7.2239,12.4586,15.9879,24.5059,7.971,11.997,4.103,0.9396,0.7472
2015-03-31,1.2057,0.2542,0.3408,59.2462,17.0374,17.0374,0.0,16.6955,10.8448,0.3743,1.7527,6.9608,12.9296,8.2453,12.8012,4.0654,6.1495,4.0045,0.3798,0.1722
2015-06-30,1.1757,0.2861,0.4945,59.9709,19.2289,19.2289,0.0,19.36,12.8391,0.3793,1.6757,7.2561,12.4033,10.6942,16.6097,4.8684,7.6349,3.9296,0.5142,0.2917
2015-09-30,1.0885,0.2874,0.4034,59.6606,19.724,19.7241,0.0,18.2429,13.2803,0.3958,1.5176,6.8356,13.1664,11.2152,17.5269,5.2568,7.9916,3.9188,0.6437,0.4106
2015-12-31,1.0696,0.2456,0.3924,59.3152,19.6892,19.6892,0.0,19.5329,12.7961,0.4152,1.7594,7.0297,12.8028,11.4935,17.6243,5.3131,8.6707,4.0276,1.0883,0.8676
2016-03-31,0.8925,0.3244,0.588,59.7392,17.3075,17.3075,0.0,17.2314,11.5177,0.3988,1.5546,6.714,13.4048,11.2825,19.4506,4.5929,7.622,3.48,0.3818,0.1734
2016-06-30,1.1439,0.3588,0.6293,60.6663,19.517,19.517,0.0,20.4926,14.3967,0.3787,1.5548,7.0092,12.8402,13.1813,21.6053,5.4543,8.4525,3.9034,0.7383,0.4713
2016-09-30,1.0464,0.351,0.6086,60.5652,21.4911,21.4911,0.0,21.2775,14.0233,0.399,1.6338,7.4287,12.1151,13.6096,21.9355,5.6014,8.8332,4.0333,0.9516,0.6789
2016-12-31,1.0498,0.3544,0.549,59.9679,19.7562,19.7562,0.0,19.7614,13.1138,0.409,1.8832,6.6269,13.5811,12.95,20.1286,5.3612,8.3604,3.9824,1.0403,0.8313
2017-03-31,1.2298,0.4127,0.707,59.5542,17.6691,17.6691,0.0,18.5191,12.3309,0.3721,1.6177,6.6928,13.4473,11.6335,18.6094,4.5882,6.8328,3.8761,0.3194,0.0929
2017-06-30,1.3683,0.4022,0.6728,60.2738,18.4439,18.4439,0.0,18.5887,12.2158,0.3898,1.657,7.1565,12.576,11.8181,17.9764,4.7601,7.0649,4.0461,0.8049,0.5378
2017-09-30,1.2518,0.4188,0.7207,93.3227,17.9437,17.9437,0.0,20.2127,13.8372,0.3967,0.279,6.5469,13.747,14.464,22.7045,5.4944,8.4061,3.8118,0.7446,0.4076
2017-12-31,1.0062,0.4423,0.8537,58.8109,18.376,18.376,0.0,49.4904,37.0483,0.328,1.905,7.1304,12.622,39.0717,268.5403,12.1506,21.7919,4.0913,1.2784,0.9792
2018-03-31,1.0906,0.5673,1.3852,58.3093,12.8071,12.8071,0.0,13.5217,10.9437,0.3436,1.8277,6.9363,12.9752,13.9856,-216.897,3.7588,6.0517,3.4127,0.3486,0.0103
2018-06-30,1.0057,0.6061,1.7011,59.536,16.4525,16.4525,0.0,16.2718,13.5097,0.3673,1.8404,7.3822,12.1915,21.3176,-110.1059,4.9586,8.3976,2.9252,0.8969,0.5205
2018-09-30,2.1981,0.8855,8.0287,94.2748,15.1736,15.1737,0.0,14.7802,11.985,0.261,0.2577,9.0949,9.8956,64.3052,-22.186,3.13,7.3651,0.8982,6.0361,5.6328
2018-12-31,1.4143,1.4605,-3.1717,67.1959,15.3135,15.3135,0.0,14.5567,11.4674,0.3319,1.6062,9.1942,9.7888,-26.4138,-10.247,3.8056,12.1627,-2.3155,1.898,1.5539
2019-03-31,0.9391,2.2262,-1.8304,68.0934,13.6015,13.6015,0.0,13.0037,10.5171,0.3574,1.3943,8.9623,10.042,-13.0839,-6.8934,3.7343,16.0436,-4.1613,0.3163,-0.0157
2019-06-30,1.3119,1.6314,-2.5837,67.762,16.4341,16.4341,0.0,24.5772,20.1202,0.3265,1.4498,8.6302,10.4286,-31.7944,-15.7172,6.5721,20.0757,-3.5798,1.0063,0.6352
2019-09-30,0.9165,2.2624,-1.7922,68.2896,16.0545,16.0546,0.0,14.8777,11.8957,0.351,1.3989,7.674,11.7279,-12.8743,-7.6374,4.1739,16.252,-5.26,0.872,0.4542
2019-12-31,0.68,2.7357,-1.7236,68.4885,17.1873,17.1873,0.0,16.1164,12.4798,0.2559,1.5876,7.8153,11.5158,-13.0979,-8.0379,3.1924,22.7344,-5.7549,1.5416,1.2106
2020-03-31,0.6956,2.8258,-1.8605,66.6811,8.1292,8.1292,0.0,6.508,5.4773,0.2182,1.3388,6.3716,14.1251,-4.3118,-2.775,1.182,7.8724,-6.4488,-1.1395,-1.4507
2020-06-30,0.9474,2.4323,-1.9517,64.8516,-16.6718,-16.6718,0.0,-19.2321,-16.0678,0.1449,0.937,4.7919,18.7819,7.8627,5.3251,-2.327,-11.2617,-7.3781,-0.3104,-0.6425
2020-09-30,1.0626,2.1369,-2.0961,68.1321,9.0019,9.0019,0.0,7.1319,6.3291,0.2112,1.2742,7.0218,12.8171,-5.035,-3.2866,1.3369,5.7243,-6.6474,1.2603,0.9792
2020-12-31,1.0601,2.1676,-2.0137,69.6403,13.5345,13.5345,0.0,11.9759,9.2186,0.2252,1.3925,7.6007,11.8411,-7.872,-5.1349,2.0762,9.1912,-6.7142,1.5517,1.2777
2021-03-31,1.0729,2.0954,-1.9153,70.12,14.811,14.811,0.0,13.3458,9.889,0.235,1.3251,7.5756,11.8803,-8.6215,-5.6112,2.3241,9.4443,-6.4932,0.7436,0.4708
2021-06-30,1.0169,1.9955,-2.1515,70.5729,19.8586,19.8586,0.0,18.8261,15.3859,0.2543,1.4249,8.2271,10.9395,-16.9878,-10.6238,3.9156,16.9116,-5.7628,1.4717,1.1875
2021-09-30,1.1969,1.6401,-2.7502,69.4208,18.1951,18.1951,0.0,27.5866,21.6566,0.2595,1.5532,8.6667,10.3846,-33.2016,-18.8884,5.6208,21.2529,-4.5038,1.285,0.876
2021-12-31,0.8133,2.6453,-1.7497,68.6115,14.6303,14.6303,0.0,13.1969,10.1349,0.2792,1.5435,7.8076,11.5273,-9.6576,-6.5664,2.8303,15.8898,-7.3379,1.5901,1.2358
2022-03-31,0.8283,2.6678,-1.8277,67.7065,12.4273,12.4273,0.0,11.4739,8.8336,0.2631,1.2843,7.6211,11.8093,-7.7044,-5.3309,2.3259,12.8493,-7.639,0.1716,-0.2297
